blacklisted_by_me;can_see_all_posts;can_send_friend_request;city;faculty;graduation;has_photo;relation;wall_comments;universities_country;universities_graduation;universities_faculty;personal_lang_Русский;personal_lang_English;personal_alcohol;personal_people_main;personal_smoking;personal_lang_Романи;personal_lang_Italiano;school_city;school_country;school_type;school_year_graduated;career_city_id;career_group_id;career_until;uid;uid;uid
0.0;1.0;1.0;223.0;0.0;0.0;0;0.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;90709148;90709148;90709148
0.0;1.0;1.0;0.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2017.0;;;;110500778;110500778;110500778
0.0;1.0;1.0;0.0;0.0;0.0;1;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;260.0;1.0;;2007.0;;;;96706611;96706611;96706611
0.0;1.0;1.0;151.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;151.0;1.0;;2008.0;151.0;;;64373676;64373676;64373676
0.0;1.0;1.0;7488.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;7488.0;1.0;;1994.0;;;;300723605;300723605;300723605
0.0;1.0;1.0;106.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;21628221;21628221;21628221
0.0;1.0;1.0;143.0;227688.0;2014.0;1;7.0;1.0;1.0;2014.0;227688.0;1.0;1.0;1.0;4.0;1.0;0.0;0.0;143.0;1.0;;;;;;155558075;155558075;155558075
0.0;1.0;1.0;373.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;373.0;1.0;;;;;;70956602;70956602;70956602
0.0;1.0;1.0;402.0;1602.0;1986.0;1;0.0;1.0;8.0;1986.0;1602.0;0.0;0.0;;;;0.0;0.0;1.0;1.0;;1989.0;;;;57515312;57515312;57515312
0.0;1.0;1.0;2.0;8.0;0.0;0;0.0;1.0;1.0;;8.0;0.0;0.0;;;;0.0;0.0;;;;;;;;51619247;51619247;51619247
0.0;1.0;1.0;25.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;25.0;1.0;2.0;;;;;303163880;303163880;303163880
0.0;0.0;1.0;427.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;87176625;87176625;87176625
0.0;0.0;1.0;2.0;24476.0;0.0;0;0.0;1.0;1.0;;24476.0;0.0;0.0;;;;0.0;0.0;;;;;;;;139608703;139608703;139608703
0.0;1.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;26484482;26484482;26484482
0.0;1.0;1.0;650.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;1.0;6.0;1.0;0.0;0.0;650.0;2.0;12.0;;;;;262555460;262555460;262555460
0.0;1.0;1.0;7406.0;0.0;0.0;1;7.0;1.0;;;;0.0;0.0;;;;0.0;0.0;7406.0;1.0;;;;;;47762468;47762468;47762468
0.0;1.0;1.0;280.0;584248.0;2002.0;1;0.0;1.0;2.0;2002.0;584248.0;0.0;0.0;;;;0.0;0.0;280.0;2.0;2.0;2002.0;;;;199409894;199409894;199409894
0.0;0.0;0.0;109.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;90190172;90190172;90190172
0.0;1.0;1.0;650.0;0.0;0.0;0;0.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;55112313;55112313;55112313
0.0;0.0;1.0;458.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;126255070;126255070;126255070
0.0;1.0;1.0;185.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;7753003;7753003;7753003
0.0;1.0;1.0;119.0;7263.0;2007.0;0;0.0;1.0;1.0;2007.0;7263.0;0.0;0.0;;;;0.0;0.0;119.0;1.0;1.0;1995.0;;;;10336213;10336213;10336213
0.0;1.0;1.0;314.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;314.0;2.0;;;;;;246082543;246082543;246082543
0.0;0.0;1.0;99.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;43908484;43908484;43908484
0.0;1.0;1.0;2334.0;324313.0;2016.0;1;0.0;1.0;2.0;2016.0;324313.0;0.0;0.0;;;;0.0;0.0;2334.0;2.0;;2016.0;;;;98551169;98551169;98551169
0.0;1.0;1.0;314.0;0.0;0.0;0;1.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;314.0;2.0;;;;;;98361390;98361390;98361390
0.0;1.0;1.0;722.0;769.0;2007.0;1;4.0;1.0;1.0;2007.0;769.0;0.0;0.0;;;;0.0;0.0;722.0;1.0;;1998.0;;;;61005541;61005541;61005541
0.0;1.0;1.0;1456.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1456.0;1.0;;1993.0;;;;32342889;32342889;32342889
0.0;1.0;1.0;1966031.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1966031.0;12.0;;2011.0;;;;178496039;178496039;178496039
0.0;1.0;1.0;292.0;0.0;0.0;1;6.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;45324428;45324428;45324428
0.0;1.0;1.0;1947595.0;0.0;0.0;0;1.0;1.0;22.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;236197135;236197135;236197135
0.0;1.0;1.0;42.0;46582.0;2007.0;1;0.0;1.0;1.0;2010.0;139366.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;2002.0;;;;44041632;44041632;44041632
0.0;1.0;1.0;1.0;352.0;2016.0;0;0.0;1.0;1.0;2016.0;352.0;0.0;0.0;;;;0.0;0.0;314.0;2.0;5.0;2015.0;;;;79831849;79831849;79831849
0.0;1.0;1.0;185.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;7089071;7089071;7089071
0.0;1.0;1.0;85.0;225273.0;2009.0;0;6.0;1.0;1.0;2009.0;225273.0;0.0;0.0;;;;0.0;0.0;85.0;1.0;;2008.0;;;;205218134;205218134;205218134
0.0;1.0;1.0;1.0;688438.0;1992.0;0;0.0;1.0;1.0;1992.0;688438.0;0.0;0.0;;;;0.0;0.0;1.0;1.0;;1985.0;;;;190416999;190416999;190416999
0.0;1.0;1.0;1925340.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1925340.0;12.0;;;;;;82993583;82993583;82993583
0.0;1.0;1.0;149.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;98516891;98516891;98516891
0.0;1.0;1.0;49.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;49.0;1.0;;1964.0;;;;178152089;178152089;178152089
0.0;1.0;1.0;1057.0;82524.0;2008.0;1;4.0;1.0;2.0;2008.0;82524.0;0.0;0.0;;;;0.0;0.0;1057.0;2.0;;2002.0;;;;185430297;185430297;185430297
0.0;0.0;1.0;87.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;160050057;160050057;160050057
0.0;0.0;1.0;1568.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1568.0;2.0;;;;;;84368362;84368362;84368362
0.0;1.0;1.0;42.0;0.0;2005.0;1;0.0;1.0;1.0;2005.0;;0.0;0.0;;;;0.0;0.0;42.0;1.0;1.0;2000.0;;;;192200291;192200291;192200291
0.0;1.0;1.0;4250.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;4250.0;1.0;8.0;;;;;326991814;326991814;326991814
0.0;1.0;1.0;1006.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1006.0;4.0;;1992.0;;;;254422855;254422855;254422855
0.0;1.0;1.0;377.0;0.0;0.0;0;1.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;196475671;196475671;196475671
0.0;1.0;1.0;283.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;283.0;1.0;;2019.0;;;;243787301;243787301;243787301
0.0;0.0;0.0;2.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;176373249;176373249;176373249
0.0;1.0;1.0;96.0;36624.0;2016.0;1;0.0;1.0;1.0;2016.0;36624.0;0.0;0.0;;;;0.0;0.0;2.0;1.0;13.0;2017.0;2.0;;2010.0;87706124;87706124;87706124
0.0;1.0;1.0;42.0;212188.0;0.0;1;5.0;1.0;1.0;;212188.0;0.0;0.0;;;;0.0;0.0;42.0;1.0;2.0;;;;;103821447;103821447;103821447
0.0;1.0;1.0;61.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;61.0;0.0;3.0;2000.0;;;;41181541;41181541;41181541
0.0;1.0;1.0;314.0;11438.0;0.0;1;0.0;1.0;2.0;;11438.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;314.0;2.0;7.0;;;;;226048870;226048870;226048870
0.0;0.0;1.0;3193.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;3193.0;4.0;;;;;;295187256;295187256;295187256
0.0;0.0;1.0;18.0;;;1;;0.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;62745295;62745295;62745295
0.0;1.0;1.0;292.0;0.0;0.0;1;0.0;1.0;;;;1.0;1.0;4.0;;4.0;0.0;0.0;0.0;0.0;;2012.0;;;;45136896;45136896;45136896
0.0;1.0;1.0;10.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;9806325;9806325;9806325
0.0;1.0;1.0;1.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2015.0;;;;233863830;233863830;233863830
0.0;1.0;1.0;1057.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1057.0;0.0;;1991.0;;;;15671615;15671615;15671615
0.0;1.0;1.0;169.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;1.0;2.0;1.0;0.0;0.0;169.0;1.0;6.0;2006.0;;;;165714119;165714119;165714119
0.0;1.0;1.0;1937764.0;0.0;0.0;0;0.0;1.0;209.0;;;0.0;0.0;;;;0.0;0.0;1937764.0;209.0;;2017.0;;;;77558648;77558648;77558648
0.0;1.0;1.0;1.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;;;;;269089894;269089894;269089894
0.0;0.0;1.0;2.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;2862843;2862843;2862843
0.0;1.0;1.0;1426.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;151.0;0.0;;1981.0;;;;17161319;17161319;17161319
0.0;1.0;1.0;60.0;0.0;0.0;1;7.0;1.0;;;;1.0;1.0;;;;0.0;0.0;60.0;1.0;;2017.0;;;;161588562;161588562;161588562
0.0;1.0;1.0;1517238.0;2127690.0;2011.0;1;0.0;1.0;97.0;2011.0;2127690.0;0.0;0.0;;;;0.0;0.0;1517238.0;97.0;;2011.0;;;;162178862;162178862;162178862
0.0;1.0;1.0;32.0;9179.0;0.0;0;0.0;1.0;1.0;;9179.0;0.0;0.0;;;;0.0;0.0;32.0;0.0;;2000.0;;;;22434322;22434322;22434322
0.0;1.0;1.0;314.0;0.0;2001.0;1;7.0;1.0;2.0;2001.0;;0.0;0.0;;;;0.0;0.0;314.0;2.0;;2001.0;;;;290294410;290294410;290294410
0.0;1.0;1.0;66.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;5.0;6.0;5.0;0.0;0.0;66.0;1.0;;2013.0;;;;163233444;163233444;163233444
0.0;1.0;1.0;60.0;557163.0;2004.0;1;0.0;1.0;1.0;2004.0;557163.0;0.0;0.0;;;;0.0;0.0;5103.0;1.0;;;60.0;;;254508883;254508883;254508883
0.0;1.0;1.0;119.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;119.0;1.0;;;;;;116055307;116055307;116055307
0.0;1.0;1.0;2.0;0.0;0.0;1;0.0;1.0;1.0;;;0.0;0.0;4.0;6.0;3.0;0.0;0.0;;;;;;;;317310038;317310038;317310038
0.0;1.0;1.0;99.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;99.0;1.0;1.0;2017.0;;;;176865261;176865261;176865261
0.0;1.0;1.0;1905655.0;0.0;2001.0;0;0.0;1.0;50.0;2001.0;;0.0;0.0;;;;0.0;0.0;;;;;;;;216077301;216077301;216077301
0.0;1.0;1.0;1957236.0;567081.0;1986.0;1;4.0;1.0;5.0;1986.0;567081.0;0.0;0.0;;;;0.0;0.0;1957236.0;5.0;;1982.0;;;;164370000;164370000;164370000
0.0;1.0;1.0;2.0;1.0;2009.0;1;0.0;1.0;1.0;2009.0;1.0;0.0;0.0;;;;0.0;0.0;2.0;1.0;3.0;;;;;181410921;181410921;181410921
0.0;1.0;1.0;109.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;109.0;1.0;;;;;;89339046;89339046;89339046
0.0;1.0;1.0;151.0;3377.0;1988.0;1;4.0;1.0;1.0;1988.0;3377.0;0.0;0.0;;;;0.0;0.0;82.0;1.0;;1977.0;;;;345473446;345473446;345473446
0.0;1.0;1.0;9907.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;9907.0;2.0;;;;;;276790192;276790192;276790192
0.0;1.0;1.0;1516454.0;0.0;2015.0;1;0.0;1.0;87.0;2015.0;;0.0;0.0;;;;0.0;0.0;;;;;;;;268078665;268078665;268078665
0.0;1.0;1.0;1.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;;;;;176904881;176904881;176904881
0.0;0.0;1.0;0.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;121543527;121543527;121543527
0.0;1.0;1.0;1675.0;0.0;0.0;1;6.0;1.0;;;;1.0;0.0;;;;0.0;0.0;17644.0;1.0;;1997.0;;;;210873931;210873931;210873931
0.0;1.0;1.0;5974.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;5974.0;2.0;;2012.0;;;;191496625;191496625;191496625
0.0;1.0;1.0;2.0;0.0;2019.0;0;0.0;1.0;1.0;2019.0;;0.0;0.0;;;;0.0;0.0;;;;;;;;210518875;210518875;210518875
0.0;1.0;1.0;123.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1966362.0;6.0;;1987.0;;;;133281507;133281507;133281507
0.0;0.0;1.0;183.0;0.0;0.0;1;0.0;1.0;;;;1.0;1.0;4.0;2.0;1.0;0.0;0.0;183.0;4.0;;;;;;198891508;198891508;198891508
0.0;1.0;1.0;1581.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1581.0;2.0;3.0;1998.0;;;;70328559;70328559;70328559
0.0;0.0;1.0;2069.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;126083183;126083183;126083183
0.0;1.0;1.0;123.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;123.0;1.0;;2008.0;;;;70809165;70809165;70809165
0.0;0.0;0.0;859.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;3891866;3891866;3891866
0.0;1.0;1.0;6111.0;37731.0;2010.0;1;0.0;1.0;1.0;2010.0;37731.0;0.0;0.0;;;;0.0;0.0;95.0;1.0;2.0;2005.0;;;;20689400;20689400;20689400
0.0;1.0;1.0;455.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;455.0;2.0;;2013.0;;;;256195924;256195924;256195924
0.0;0.0;1.0;2.0;;;1;;0.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;27100971;27100971;27100971
0.0;1.0;1.0;72.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;72.0;1.0;4.0;1984.0;;;;173008388;173008388;173008388
0.0;1.0;1.0;2.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;20954102;20954102;20954102
0.0;1.0;1.0;183.0;0.0;0.0;1;0.0;1.0;4.0;;;0.0;0.0;;;;0.0;0.0;183.0;4.0;5.0;;;;;56689428;56689428;56689428
0.0;1.0;1.0;14.0;9983.0;2005.0;1;0.0;1.0;4.0;2005.0;9983.0;0.0;0.0;;;;0.0;0.0;1700277.0;4.0;;2000.0;;;;27408147;27408147;27408147
0.0;1.0;1.0;1154049.0;142614.0;0.0;1;0.0;1.0;1.0;;142614.0;0.0;0.0;;;;0.0;0.0;1154049.0;1.0;;1969.0;;;;79850854;79850854;79850854
0.0;1.0;1.0;916.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;916.0;2.0;;;;;;78779427;78779427;78779427
0.0;1.0;1.0;104.0;3041.0;2003.0;1;0.0;1.0;1.0;2003.0;3041.0;0.0;0.0;;;;0.0;0.0;1146622.0;1.0;;1999.0;;;;16026870;16026870;16026870
0.0;1.0;1.0;153.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;153.0;1.0;;;;;;80542052;80542052;80542052
0.0;1.0;1.0;1.0;0.0;0.0;1;0.0;1.0;1.0;;;1.0;1.0;;;;0.0;0.0;;;;;;;;254120987;254120987;254120987
0.0;1.0;1.0;12358.0;1680057.0;2007.0;1;4.0;1.0;2.0;2007.0;1680057.0;0.0;0.0;;;;0.0;0.0;1515587.0;2.0;;2002.0;12358.0;;;119600805;119600805;119600805
0.0;1.0;1.0;14.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;14.0;4.0;;1941.0;;;;210057517;210057517;210057517
0.0;1.0;1.0;295.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;295.0;49.0;;;;;;160754544;160754544;160754544
0.0;0.0;1.0;650.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;50530793;50530793;50530793
0.0;1.0;1.0;2.0;7.0;0.0;0;1.0;1.0;1.0;;7.0;0.0;0.0;;;;0.0;0.0;2.0;1.0;;;;;;82785101;82785101;82785101
0.0;1.0;1.0;2131.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2131.0;4.0;;;;;;249096976;249096976;249096976
0.0;1.0;1.0;292.0;0.0;0.0;1;6.0;1.0;;;;1.0;1.0;;;;0.0;0.0;292.0;2.0;;;;;;180135243;180135243;180135243
0.0;0.0;0.0;4797.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;82713093;82713093;82713093
0.0;1.0;1.0;882.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;882.0;1.0;10.0;;;;;310532665;310532665;310532665
0.0;1.0;1.0;5103.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;5103.0;1.0;;;;;;316658511;316658511;316658511
0.0;1.0;1.0;1143829.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1143829.0;1.0;;2002.0;;;;358501830;358501830;358501830
0.0;1.0;1.0;104.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;4.0;1.0;2.0;0.0;0.0;104.0;1.0;1.0;;;;;244242198;244242198;244242198
0.0;1.0;1.0;72.0;169309.0;0.0;1;0.0;1.0;1.0;;169309.0;0.0;0.0;;;;0.0;0.0;72.0;1.0;;;;;;178453750;178453750;178453750
0.0;1.0;1.0;650.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;650.0;0.0;;1994.0;;;;19174474;19174474;19174474
0.0;1.0;1.0;392.0;0.0;0.0;0;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;392.0;3.0;;1983.0;;;;281989408;281989408;281989408
0.0;1.0;1.0;183.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;183.0;0.0;1.0;;;;;32013582;32013582;32013582
0.0;1.0;1.0;183.0;0.0;2022.0;1;0.0;1.0;4.0;2022.0;;0.0;0.0;;;;0.0;0.0;;;;;;;;354763464;354763464;354763464
0.0;1.0;1.0;427.0;237019.0;2008.0;0;0.0;1.0;2.0;2008.0;237019.0;0.0;0.0;4.0;2.0;4.0;0.0;0.0;427.0;2.0;;;;;;166783055;166783055;166783055
0.0;1.0;1.0;2.0;0.0;0.0;0;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2.0;1.0;;;;;;118102669;118102669;118102669
0.0;1.0;1.0;1.0;0.0;0.0;0;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2001.0;;;;162625081;162625081;162625081
0.0;1.0;1.0;2.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2.0;1.0;;2017.0;;;;169103234;169103234;169103234
0.0;1.0;1.0;1932227.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1932227.0;13.0;;2003.0;;;;70770930;70770930;70770930
0.0;1.0;1.0;2203643.0;309653.0;2005.0;1;5.0;1.0;10.0;2005.0;309653.0;0.0;0.0;;;;0.0;0.0;1932227.0;13.0;;1995.0;;;;182970788;182970788;182970788
0.0;0.0;1.0;2.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;8622644;8622644;8622644
0.0;1.0;1.0;0.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;21114.0;3.0;;;;;;255144173;255144173;255144173
0.0;1.0;1.0;807.0;80491.0;2019.0;0;7.0;1.0;1.0;2019.0;80491.0;0.0;0.0;;;;0.0;0.0;;;;;;;;215203270;215203270;215203270
0.0;1.0;1.0;78.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;78.0;1.0;;;;;;25240311;25240311;25240311
0.0;1.0;1.0;1.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;30178547;30178547;30178547
0.0;1.0;1.0;95.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;95.0;1.0;;;;;;170354413;170354413;170354413
0.0;1.0;1.0;22.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;2.0;4.0;0.0;0.0;22.0;1.0;;1999.0;;;;144025428;144025428;144025428
0.0;0.0;1.0;1143859.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;18112704;18112704;18112704
0.0;1.0;1.0;20591.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;20591.0;161.0;;;;;;80304815;80304815;80304815
0.0;1.0;1.0;21032.0;0.0;0.0;1;0.0;1.0;7.0;;;0.0;0.0;;;;0.0;0.0;21032.0;7.0;;1993.0;;;;277865526;277865526;277865526
0.0;1.0;1.0;183.0;0.0;2012.0;0;0.0;1.0;4.0;2012.0;;1.0;1.0;2.0;;2.0;0.0;0.0;183.0;4.0;;2010.0;;;;275001757;275001757;275001757
0.0;1.0;1.0;138.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;21681469;21681469;21681469
0.0;1.0;1.0;1937941.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1937941.0;87.0;;2010.0;;;;243747653;243747653;243747653
0.0;1.0;1.0;1061343.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1061343.0;1.0;;1994.0;;;;363036853;363036853;363036853
0.0;0.0;1.0;3156.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;120908490;120908490;120908490
0.0;1.0;1.0;479.0;0.0;2015.0;1;0.0;1.0;1.0;2015.0;;0.0;0.0;;;;0.0;0.0;479.0;1.0;;2019.0;;;;367519092;367519092;367519092
0.0;1.0;1.0;96.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;96.0;1.0;;1995.0;;;;44988103;44988103;44988103
0.0;0.0;1.0;1966.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1966.0;1.0;;;1966.0;;;197815854;197815854;197815854
0.0;1.0;1.0;314.0;2210.0;2016.0;0;0.0;1.0;2.0;2016.0;2210.0;0.0;0.0;;;;0.0;0.0;314.0;2.0;;2004.0;;;;101011998;101011998;101011998
0.0;1.0;1.0;123.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;123.0;1.0;;1997.0;;;;83301133;83301133;83301133
0.0;1.0;1.0;1710182.0;0.0;0.0;0;0.0;1.0;43.0;;;0.0;0.0;;;;0.0;0.0;1710182.0;43.0;;;;;;262721672;262721672;262721672
0.0;0.0;1.0;1507263.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;69998404;69998404;69998404
0.0;1.0;1.0;2220.0;949090.0;2019.0;0;0.0;1.0;139.0;2019.0;949090.0;0.0;0.0;;;;0.0;0.0;;;;;;;;362758254;362758254;362758254
0.0;1.0;1.0;1937764.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1505559.0;2.0;;1999.0;;;;92117502;92117502;92117502
0.0;1.0;1.0;0.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2010.0;;;;90713681;90713681;90713681
0.0;1.0;1.0;762.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;762.0;6.0;;2016.0;;;;370217422;370217422;370217422
0.0;1.0;1.0;194.0;0.0;1969.0;1;0.0;1.0;18.0;1969.0;;0.0;0.0;;;;0.0;0.0;1517408.0;18.0;;1964.0;;;;182032131;182032131;182032131
0.0;1.0;1.0;444.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;444.0;2.0;;1999.0;;;;158287213;158287213;158287213
0.0;1.0;1.0;1515864.0;822415.0;2020.0;1;0.0;1.0;9.0;2020.0;822415.0;0.0;0.0;;;;0.0;0.0;1515864.0;9.0;;1947.0;;;;281898901;281898901;281898901
0.0;0.0;1.0;104.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;53629702;53629702;53629702
0.0;1.0;1.0;99.0;2486.0;1972.0;0;0.0;1.0;1.0;1972.0;2486.0;0.0;0.0;;;;0.0;0.0;99.0;1.0;;1966.0;;;;209432934;209432934;209432934
0.0;1.0;1.0;628.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;628.0;2.0;;2014.0;;;;106290202;106290202;106290202
0.0;0.0;1.0;72.0;37803.0;1945.0;1;1.0;1.0;1.0;1945.0;37803.0;0.0;0.0;;;;0.0;0.0;72.0;1.0;;2017.0;72.0;;;58361216;58361216;58361216
0.0;1.0;1.0;455.0;265703.0;1996.0;1;4.0;1.0;2.0;1996.0;265703.0;0.0;0.0;;;;0.0;0.0;1503199.0;2.0;;1988.0;455.0;;;27192765;27192765;27192765
0.0;1.0;1.0;799.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;799.0;2.0;;;;;;238617660;238617660;238617660
0.0;1.0;1.0;1006439.0;0.0;0.0;1;4.0;1.0;;;;1.0;0.0;;;;0.0;0.0;1006439.0;1.0;;;;;;248796755;248796755;248796755
0.0;1.0;1.0;706.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;706.0;4.0;;1964.0;;;;173832408;173832408;173832408
